26Jul1980,7200
27Jul1980,6200
28Jul1980,7900
29Jul1980,6400
30Jul1980,12700
31Jul1980,10400
01Aug1980,11000
02Aug1980,10700
03Aug1980,9600
04Aug1980,8700
05Aug1980,7100
06Aug1980,5600
07Aug1980,5600
08Aug1980,6700
09Aug1980,5100
10Aug1980,6400
11Aug1980,5100
12Aug1980,4600
13Aug1980,4300
14Aug1980,3900
15Aug1980,4500
16Aug1980,4800
17Aug1980,4500
18Aug1980,4100
19Aug1980,12000
20Aug1980,27500
21Aug1980,20300
22Aug1980,26400
23Aug1980,36300
24Aug1980,30700
25Aug1980,24000
26Aug1980,17300
27Aug1980,12700
28Aug1980,10200
29Aug1980,8600
30Aug1980,7600
31Aug1980,7000
01Sep1980,6600
02Sep1980,6200
03Sep1980,5500
04Sep1980,4500
05Sep1980,4700
06Sep1980,4300
07Sep1980,3700
08Sep1980,5500
09Sep1980,4000
10Sep1980,3900
11Sep1980,3600
12Sep1980,3800
13Sep1980,3300
14Sep1980,4000
15Sep1980,3300
16Sep1980,3100
17Sep1980,2700
18Sep1980,2300
19Sep1980,3400
20Sep1980,4000
21Sep1980,4400
22Sep1980,4400
23Sep1980,4000
24Sep1980,3500
25Sep1980,3700
26Sep1980,4000
27Sep1980,4000
28Sep1980,3700
29Sep1980,3600
30Sep1980,5100
01Oct1980,3000
02Oct1980,3300
03Oct1980,3100
04Oct1980,3600
05Oct1980,4200
06Oct1980,5300
07Oct1980,6000
08Oct1980,4800
09Oct1980,5500
10Oct1980,6400
11Oct1980,5500
12Oct1980,6000
13Oct1980,6600
14Oct1980,5200
15Oct1980,4700
16Oct1980,3900
17Oct1980,3900
18Oct1980,3600
19Oct1980,3600
20Oct1980,3500
21Oct1980,3500
22Oct1980,3400
23Oct1980,3400
24Oct1980,3600
25Oct1980,4600
26Oct1980,5600
27Oct1980,6400
28Oct1980,5300
29Oct1980,6500
30Oct1980,7000
31Oct1980,5600
01Nov1980,6400
02Nov1980,6200
03Nov1980,6000
04Nov1980,6000
05Nov1980,4500
06Nov1980,3800
07Nov1980,4300
08Nov1980,4300
09Nov1980,4300
10Nov1980,4300
11Nov1980,3700
12Nov1980,3500
13Nov1980,4100
14Nov1980,4000
15Nov1980,4000
16Nov1980,4100
17Nov1980,4900
18Nov1980,5200
19Nov1980,4800
20Nov1980,6000
21Nov1980,7700
22Nov1980,7800
23Nov1980,8200
24Nov1980,7700
25Nov1980,11600
26Nov1980,15800
27Nov1980,21000
28Nov1980,18900
29Nov1980,18700
30Nov1980,17000
01Dec1980,15900
02Dec1980,14100
03Dec1980,10300
04Dec1980,9500
05Dec1980,11000
06Dec1980,10400
07Dec1980,10700
08Dec1980,9100
09Dec1980,8300
10Dec1980,7700
11Dec1980,7900
12Dec1980,9400
13Dec1980,9800
14Dec1980,10900
15Dec1980,11900
16Dec1980,9000
17Dec1980,7100
18Dec1980,6000
19Dec1980,5000
20Dec1980,5100
21Dec1980,6000
22Dec1980,5600
23Dec1980,4500
24Dec1980,3000
25Dec1980,3400
26Dec1980,4000
27Dec1980,4600
28Dec1980,4000
29Dec1980,3500
30Dec1980,3600
31Dec1980,3500
01Jan1981,4600
02Jan1981,6100
03Jan1981,6600
04Jan1981,5800
05Jan1981,5000
